0.227583,0.424590,248343407
0.282284,0.288885,3282922327
0.298023,0.285013,1139633019
0.217023,0.426404,4194211515
0.393053,0.224735,1191152283
0.383159,0.225681,1193433171
0.281731,0.293389,2368564053
0.261781,0.307387,2347592533
0.262533,0.294192,2282580821
0.254294,0.308428,2358078293
0.300859,0.278389,1544383313
0.235466,0.338817,927820625
0.350490,0.227380,1544383249
0.212707,0.479996,2549789377
0.447447,0.200897,4048382742
0.228355,0.414715,1713346234
0.394929,0.218265,1027266106
0.310464,0.246579,747465578
0.346858,0.234806,3932558482
0.243015,0.312154,4228737900
0.231036,0.383009,3075304300
0.293772,0.288438,2509634252
