0.479708,0.417838,0.230427,2236086207
0.399696,0.444761,0.237121,2236017343
0.373355,0.383868,0.282362,2236025535
0.305241,0.399128,0.317188,2277440703
0.359287,0.313390,0.317158,2234449087
0.290575,0.333870,0.365764,2238119103
0.292349,0.382090,0.339453,2263284927
0.366852,0.339363,0.312278,2234318015
0.352119,0.377156,0.296627,2239298751
0.362144,0.374541,0.292116,3950574783
0.345731,0.390959,0.271899,2237201599
0.409876,0.281063,0.352061,2152266943
0.299511,0.382494,0.336440,2261318847
0.245139,0.383254,0.410299,2235117759
0.272690,0.376915,0.383112,3950588095
0.258477,0.357321,0.436285,2272866495
0.270218,0.329722,0.490430,2149134527
0.230269,0.356615,0.488431,2686005439
0.229572,0.465553,0.422937,2261332159
0.218571,0.455342,0.447106,2687578303
0.211016,0.473646,0.488538,4201722047
0.214499,0.418340,0.472648,2685481151
0.223026,0.402173,0.427192,2685620415
0.214610,0.458216,0.436871,4195569855
0.279229,0.384290,0.377673,2266190015
0.274083,0.350054,0.424028,2238009535
0.251844,0.370395,0.476334,2684702911
0.223910,0.385960,0.496024,2686013631
0.470821,0.536041,0.209619,2097595935
0.466721,0.423330,0.233914,3837052447
0.422573,0.465176,0.216926,1937032735
0.342562,0.434220,0.240116,1937294879
0.281946,0.398238,0.363939,1937556271
0.379739,0.257611,0.450458,1377375311
0.322219,0.338298,0.363159,1937556239
0.285582,0.342700,0.393640,2686239503
0.299222,0.330624,0.400575,1387578127
0.256473,0.354203,0.448952,2686239527
0.315505,0.317863,0.410376,2685978183
0.279340,0.316280,0.470567,2685491783
0.262254,0.348516,0.460492,2686231111
0.236192,0.380293,0.431651,1937322631
0.213303,0.465014,0.548277,2054238855
0.374345,0.308686,0.332743,233537531
0.347533,0.317062,0.340502,2381021179
0.290911,0.385856,0.333655,2686239739
0.315713,0.378715,0.315598,2381628411
0.312475,0.355859,0.359816,2381020923
0.545015,0.242714,0.378565,142784891
0.539386,0.244436,0.374654,176339323
0.464156,0.239670,0.416008,182335867
0.351992,0.387119,0.290482,1937294971
0.381667,0.261879,0.435743,182425723
0.424419,0.260425,0.381228,234201211
0.303420,0.359371,0.346869,1937294939
0.295056,0.319317,0.439762,1937322075
0.282271,0.361478,0.397843,1937322139
0.327031,0.329855,0.361230,1937324011
0.294657,0.437577,0.308999,183812907
0.281171,0.408183,0.323296,234144555
0.312492,0.284697,0.485281,182419851
0.353452,0.263386,0.479483,170623371
0.382991,0.281093,0.389794,1937582731
0.337522,0.338585,0.322470,1937324019
0.321213,0.389750,0.296261,1937556467
0.336993,0.412791,0.279269,1937294323
0.359843,0.402640,0.270989,1937308915
0.324613,0.352128,0.353077,1937323891
0.287462,0.372346,0.374804,1937311603
0.404868,0.309703,0.322620,1937684851
0.411506,0.421014,0.244151,3837024179
0.392930,0.428291,0.258102,3837054387
0.296330,0.288370,0.430494,1053359187
0.272083,0.565650,0.311500,2257177683
0.282276,0.534687,0.306572,2389101651
0.244651,0.533985,0.334869,2263272531
0.291577,0.445952,0.298340,3837054035
0.254085,0.587266,0.334246,2264190035
0.267715,0.452690,0.314049,2381630547
0.327620,0.388408,0.307718,2381007955
0.288641,0.488676,0.266774,3837051875
0.330450,0.565241,0.251657,3837008355
0.287411,0.406717,0.317009,3837051683
0.333816,0.561327,0.266392,3838275107
