0.479792,0.207248,2113945273727
0.395601,0.214370,2114880326783
0.500703,0.200835,2114118243455
0.313174,0.271458,2194723698683
0.341539,0.250329,2114880747515
0.366070,0.239985,2114879698939
0.383327,0.228070,2197717268475
0.331059,0.267991,2114880755707
0.292931,0.290321,2193986997499
0.365344,0.243455,2114880314187
0.271249,0.326096,2700793138187
0.271276,0.324968,2315588258827
0.236672,0.397261,2322202037259
0.210449,0.505417,2206619801611
0.238102,0.391437,238813662003
0.235868,0.419043,1268168982181
0.256029,0.361585,2024085953345
0.282902,0.316219,521403931457
0.334161,0.266859,470427933505
0.346203,0.245171,422312975169
0.375617,0.236298,422313028417
0.266024,0.345656,1911602760513
0.310613,0.282764,354945551169
0.305290,0.284400,1948378417985
0.373845,0.238325,422312987649
0.207844,0.538516,4080887369638
0.275164,0.319816,2838968794790
0.243908,0.365336,4060886990502
0.221599,0.430049,4062055693990
0.214325,0.436849,4062045208230
0.227872,0.419477,4085667528358
0.227179,0.421060,4062053596838
0.258974,0.354023,2838968795010
0.283100,0.297407,4335764897148
0.240167,0.389635,4248089928092
0.212314,0.452532,1405608402660
0.268901,0.326205,1739457167320
0.263389,0.351628,1724424781784
0.264646,0.350003,1750655959000
0.267968,0.343948,1750641803224
0.339347,0.265820,1739460213512
0.267153,0.344506,2446594624288
