0.436340,0.199852,24412830701
0.450044,0.190643,161851784173
0.386569,0.222152,24295390189
0.400273,0.212944,161734343661
0.472852,0.189766,161850997741
0.439984,0.198271,161851653101
0.390213,0.220572,161734212589
0.391836,0.216811,24412920813
0.405541,0.207603,161851874285
0.290304,0.303502,302126177261
0.342065,0.239112,24295480301
0.327636,0.253918,299173387245
0.355770,0.229903,161734433773
0.337485,0.249867,436612340717
0.338760,0.246963,196094172141
0.335597,0.251485,32885414893
0.403463,0.210553,24412789741
0.417167,0.201344,161851743213
0.353692,0.232853,24295349229
0.367396,0.223644,161734302701
0.268207,0.342165,580762180586
0.271497,0.323359,27248270314
0.268218,0.327035,577004084202
0.270618,0.325400,714443037674
0.298786,0.289722,26442963946
0.297908,0.291764,713637731306
0.288216,0.305263,580493745130
0.308829,0.273775,24295480298
0.290940,0.292876,745849986026
0.302360,0.286148,32885414890
0.279844,0.320776,577003953130
0.280819,0.309297,577004084204
0.283219,0.307662,714443037676
0.300817,0.287525,580493745132
0.303218,0.285891,717932698604
0.318150,0.259713,574051294188
0.320551,0.258079,711490247660
0.303541,0.275138,745849986028
0.311682,0.272086,582641228780
0.314082,0.270452,720080182252
0.329777,0.253455,574051163116
0.332177,0.251820,711490116588
0.315168,0.268880,745849854956
0.257194,0.392760,743970937620
0.257848,0.374742,580762180372
0.257859,0.359612,577004083988
0.260260,0.357977,714443037460
0.251566,0.429016,743970937108
0.252221,0.410999,580762179860
0.251133,0.433437,740212840724
0.252232,0.395868,577004083476
0.254632,0.394234,714443036948
0.277594,0.322617,714443037672
0.297917,0.290093,745849986024
0.266144,0.344571,577004083984
