0.320722,0.314292,2267023331
0.364687,0.261827,2225080291
0.357638,0.276465,2227570659
0.343345,0.287472,2245396451
0.332310,0.293259,2269865955
0.518234,0.213467,1555876755
0.285221,0.370190,2915573651
0.281371,0.389306,3328712595
0.265614,0.410221,2891456403
0.260050,0.449357,3327664019
0.286562,0.364265,37232531
0.271132,0.404524,3258458003
0.260036,0.467464,3342344083
0.318399,0.320562,544743315
0.295776,0.361546,2692226963
0.323501,0.302589,543301523
0.270710,0.405426,3328319379
0.314159,0.329364,2715950995
0.300740,0.338291,2749505427
0.299103,0.360445,2184714139
0.260840,0.434948,2891456411
0.257258,0.478055,3260555163
0.255276,0.485111,3327664027
0.283067,0.381977,2245533595
0.273296,0.391251,2184716187
0.255262,0.503218,3342344091
0.281710,0.388059,3428982683
0.255280,0.479692,3327664025
0.255266,0.497799,3342344089
0.309020,0.329502,3496091577
0.308881,0.337447,3554811833
0.364133,0.264922,2803918445
0.354292,0.286097,2803894242
0.427006,0.224128,2801821290
0.392431,0.234157,2803918442
0.362020,0.274137,744007278
0.366278,0.257348,3475007086
0.440557,0.218914,2801796912
0.405982,0.233066,2803894064
0.369708,0.246972,2803918444
