0.323087,0.286137,291422309487
0.321842,0.286981,291321649431
0.413795,0.195839,772699586165
0.404498,0.210128,772698078837
0.258313,0.384121,740212840725
0.323489,0.272761,854063028502
0.344136,0.249720,854062504214
0.346777,0.243089,854062766358
0.286000,0.319543,745799653658
0.266628,0.340924,746151975194
0.262817,0.345503,740246395162
0.271102,0.332575,744541362458
0.259483,0.360299,740212840730
0.283463,0.322462,740245870874
0.291748,0.309534,744540838170
0.308805,0.297062,744809273626
0.280129,0.327029,740212316442
0.309288,0.288702,745799391514
0.289916,0.311251,746151713050
0.286104,0.315831,740246133018
0.294390,0.302902,744541100314
0.318936,0.287376,29429045530
0.398615,0.212396,222943743082
0.409364,0.208318,222943598890
0.304384,0.299439,233977125162
0.374305,0.214717,222943746346
0.327672,0.269766,233976863018
0.335880,0.259052,643072497954
0.257955,0.391454,718234687764
0.254468,0.396111,740246395156
0.252221,0.410181,580762179860
0.251133,0.410907,740212840724
0.351622,0.240149,196043836484
0.332249,0.261530,196396158020
0.364190,0.235892,772699560216
0.366698,0.218904,772699560232
0.364101,0.238275,772736653608
0.300934,0.301527,565763345488
