0.338372,0.496692,0.424418,0.299146,591345791
0.384933,0.368657,0.370410,0.325184,580860031
0.404354,0.325866,0.425033,0.312050,580884607
0.352861,0.424521,0.479314,0.299293,596220031
0.479708,0.417838,0.230427,0.442614,2236086207
0.356861,0.374695,0.384775,0.338732,2239312319
0.324770,0.318843,0.408402,0.412651,2238109375
0.392930,0.449544,0.258733,0.447613,2236037823
0.324976,0.387629,0.318826,0.432021,2238114495
0.326750,0.435849,0.292514,0.488208,2263280319
0.399696,0.444761,0.237121,0.440745,2236017343
0.323410,0.392213,0.327816,0.410661,2239597247
0.319260,0.440150,0.317679,0.402299,2235140799
0.373355,0.383868,0.282362,0.461447,2236025535
0.329031,0.403039,0.350923,0.387436,2235108031
0.316580,0.401035,0.319585,0.441952,3966831295
0.378336,0.384851,0.280887,0.485332,3837051583
0.329979,0.356207,0.306070,0.403925,3921607871
0.305241,0.399128,0.317188,0.491087,2277440703
0.314671,0.399170,0.333135,0.415765,3967745215
0.326892,0.394576,0.332591,0.389554,2239691967
0.344341,0.402610,0.295578,0.403928,2264857791
0.359287,0.313390,0.317158,0.420676,2234449087
0.364139,0.312883,0.384725,0.451097,2771319999
0.364219,0.352841,0.342536,0.369501,2238643391
0.320308,0.341328,0.399402,0.309584,2239167679
0.304551,0.364436,0.465742,0.338855,2694249663
0.381776,0.325031,0.456981,0.331739,580320447
0.401295,0.368710,0.456110,0.291956,647429311
0.354773,0.346345,0.356052,0.367259,2237070527
0.370926,0.371463,0.324910,0.361081,2233924799
0.290575,0.333870,0.365764,0.350202,2238119103
0.315643,0.383426,0.347194,0.404823,3949395135
0.388853,0.338763,0.391031,0.341994,661060799
0.292349,0.382090,0.339453,0.406389,2263284927
0.364728,0.336598,0.339615,0.399045,2219244735
0.381808,0.331754,0.389741,0.384398,3921345727
0.361811,0.371864,0.316355,0.343590,2237332671
0.355368,0.365793,0.367119,0.345522,2250964159
0.407739,0.355944,0.346831,0.347365,2234186943
0.373075,0.332485,0.366249,0.407615,3920297151
0.334590,0.429178,0.332939,0.369448,2235759807
0.340920,0.360617,0.339605,0.369516,2239560895
0.425898,0.353839,0.328857,0.376704,2233269439
0.366852,0.339363,0.312278,0.395049,2234318015
0.384673,0.344391,0.341143,0.386118,701299903
0.377541,0.305191,0.345545,0.498958,2613902527
0.346574,0.324346,0.434914,0.391081,3962895551
0.317962,0.317925,0.416976,0.415480,2268396735
0.338289,0.330337,0.377612,0.436285,2226453695
0.326075,0.359955,0.347111,0.398338,3837066431
0.335712,0.324804,0.427943,0.346037,649395391
0.276842,0.420330,0.429066,0.379256,4139056319
0.342129,0.384598,0.382584,0.343480,3967089855
0.352338,0.376016,0.369497,0.339621,2239036607
0.386574,0.329386,0.349518,0.368505,2233793727
0.352119,0.377156,0.296627,0.385114,2239298751
0.362144,0.374541,0.292116,0.443782,3950574783
0.332895,0.323704,0.374166,0.440665,2149121215
0.422726,0.365961,0.327569,0.376132,2182675647
0.377656,0.370173,0.311961,0.362912,2233007295
0.345731,0.390959,0.271899,0.344288,2237201599
0.404970,0.348814,0.301984,0.451924,2614688959
0.352777,0.333632,0.335213,0.482044,3920166079
