1, 100
2, 76
3, 34
4, 93
5, 100
6, 60
7, 21
8, 42
9, 38
10, 55
11, 23
12, 17
13, 26
14, 32
15, 33
16, 29
17, 49
18, 77
19, 36
20, 45
21, 32
22, 8
23, 8
24, 9
25, 66
26, 79
27, 32
28, 50
29, 44
30, 14
31, 16
32, 6
33, 87
34, 56
35, 28
36, 19
37, 94
38, 31
39, 48
40, 24
41, 56
42, 32
43, 89
44, 73
45, 79
46, 46
47, 45
48, 53
49, 94
50, 68
51, 53
52, 57
53, 64
54, 27
55, 23
56, 10
57, 53
58, 60
59, 26
60, 13
61, 54
62, 41
63, 13
64, 79
65, 48
66, 62
67, 29
68, 33
69, 87
70, 44
71, 71
72, 26
73, 43
74, 43
75, 12
76, 11
77, 54
78, 42
79, 9
80, 26
81, 47
82, 44
83, 19
84, 27
85, 91
86, 69
87, 42
88, 20
89, 72
90, 17
91, 32
92, 13
93, 78
94, 78
95, 30
96, 43
97, 67
98, 43
99, 34
100, 28
