1, 100
2, 100
3, 59
4, 92
5, 99
6, 54
7, 60
8, 69
9, 82
10, 35
11, 29
12, 65
13, 82
14, 48
15, 56
16, 33
17, 20
18, 15
19, 75
20, 24
21, 95
22, 73
23, 93
24, 62
25, 87
26, 82
27, 86
28, 79
29, 80
30, 68
31, 73
32, 58
33, 47
34, 71
35, 50
36, 66
37, 38
38, 76
39, 55
40, 96
41, 95
42, 92
43, 85
44, 91
45, 52
46, 93
47, 76
48, 96
49, 85
50, 89
51, 89
52, 35
53, 80
54, 77
55, 50
56, 29
57, 46
58, 76
59, 53
60, 55
61, 58
62, 72
63, 54
64, 30
65, 43
66, 89
67, 35
68, 88
69, 31
70, 29
71, 23
72, 51
73, 54
74, 30
75, 20
76, 16
77, 13
78, 17
79, 27
80, 18
81, 43
82, 34
83, 44
84, 83
85, 76
86, 49
87, 36
88, 70
89, 40
90, 47
91, 42
92, 81
93, 32
94, 58
95, 45
96, 18
97, 24
98, 21
99, 27
100, 27
