0.445286,0.220839,2886690127
0.434421,0.228804,2051762347
0.275526,0.299183,229290285
0.236015,0.337357,1567563253
0.505375,0.213586,2317935029
0.265232,0.322677,3905485349
0.434931,0.223378,240501637
0.209460,0.489745,2248097017
0.447649,0.215034,1712640185
0.212309,0.402759,1862251737
0.229694,0.354060,2274148097
0.344156,0.252806,3740968330
0.272814,0.314889,2095259634
0.211185,0.479808,293435698
0.203830,0.519359,1588884530
0.196432,0.559296,899782876
0.370641,0.245978,2892928068
0.213746,0.382016,2882856
0.378373,0.229037,608065480
0.359052,0.251897,745443696
0.276539,0.253570,745444096
