0.470510,0.215931,761875839
0.194471,0.575412,854384559
0.363819,0.240481,3574573615
0.272889,0.302010,303608055
0.483102,0.199980,3547651963
0.225200,0.418353,1788782779
0.409584,0.221271,238662163
0.477543,0.211540,2834731549
0.209163,0.446994,1011320757
0.481896,0.205577,2156578613
0.202357,0.559530,1835528665
0.241551,0.333485,1408306497
0.284597,0.295608,3481142782
0.329010,0.240831,2116669182
0.238924,0.383464,933503054
0.219077,0.435285,2691561718
0.265730,0.323816,3925919670
0.465722,0.217215,3727121466
0.293183,0.295573,2211417434
0.323304,0.260895,4113109914
0.283020,0.301854,1971359466
0.227327,0.391148,2582775458
0.375572,0.222855,3569259740
0.235665,0.387049,1331925716
0.297894,0.262593,3653137800
0.293771,0.293829,1388620304
