0.494852,0.220216,87840629735
0.432458,0.227875,88023344103
0.418647,0.232627,454952028091
0.290311,0.297765,351401862123
0.314822,0.276750,351398323179
0.340700,0.261814,356974568427
0.349667,0.235545,982093636587
0.344803,0.257599,356924236779
0.313640,0.288528,580530971627
0.435463,0.224271,982130560491
0.432377,0.228408,351872817899
0.475510,0.223257,982074950507
0.421979,0.228605,982130559403
0.507231,0.217137,982130521139
0.207711,0.493248,917142627139
0.217558,0.387862,915787645763
0.214677,0.406420,918337782595
0.209198,0.468901,917142834243
0.283376,0.308663,867159841445
0.211059,0.416714,76524193721
0.317260,0.261973,884339705598
0.285017,0.299530,884339710782
0.275626,0.309852,881250022206
0.230010,0.366051,867157160766
0.242404,0.330311,884337029950
0.291097,0.294470,884341187390
0.313679,0.287634,884336167230
0.265171,0.311697,884339704382
0.461647,0.223561,982130588934
0.401019,0.234109,1011452284934
0.521843,0.216520,883214885882
0.228035,0.385330,9952199490
0.257450,0.326032,137015395138
0.210764,0.461287,819419318204
0.477040,0.220810,851028284716
0.310421,0.289475,568541587148
0.302274,0.290171,596458874572
0.528714,0.213704,851028284708
0.476199,0.222020,883214885864
