1, 100
2, 100
3, 59
4, 92
5, 100
6, 81
7, 91
8, 92
9, 98
10, 100
11, 85
12, 79
13, 82
14, 83
15, 57
16, 100
17, 97
18, 83
19, 72
20, 69
21, 83
22, 99
23, 78
24, 59
25, 70
26, 83
27, 63
28, 79
29, 83
30, 70
31, 66
32, 62
33, 61
34, 54
35, 46
36, 45
37, 93
38, 79
39, 91
40, 69
41, 88
42, 63
43, 71
44, 63
45, 56
46, 74
47, 60
48, 40
49, 78
50, 71
51, 66
52, 46
53, 87
54, 91
55, 87
56, 88
57, 55
58, 29
59, 28
60, 52
61, 58
62, 26
63, 34
64, 29
65, 84
66, 88
67, 67
68, 44
69, 99
70, 92
71, 76
72, 69
73, 92
74, 98
75, 84
76, 84
77, 100
78, 68
79, 83
80, 74
81, 87
82, 59
83, 80
84, 55
85, 78
86, 79
87, 53
88, 73
89, 82
90, 78
91, 56
92, 75
93, 66
94, 57
95, 53
96, 68
97, 70
98, 55
99, 87
100, 34
