0.236741,0.392468,0.424616,780898830271
0.326533,0.473225,0.260009,892930775871
0.291621,0.377951,0.353723,780898503487
0.289071,0.459110,0.324242,785831002687
0.298161,0.458164,0.292021,832438108735
0.271545,0.404788,0.331353,780898501183
0.259502,0.428890,0.366147,780898828863
0.325713,0.493134,0.257733,892930785855
0.328173,0.287803,0.430274,274454354655
0.359695,0.273903,0.409451,568299555247
0.348662,0.269993,0.439318,580551117231
0.563502,0.411535,0.228847,577258774479
0.490728,0.434327,0.210307,576773545935
0.300723,0.335068,0.357440,274454753999
0.553828,0.250889,0.364927,333458964535
0.292071,0.443743,0.325676,1045992304855
0.398422,0.244193,0.480897,1060463661143
0.494852,0.220216,0.564165,87840629735
0.432458,0.227875,0.573773,88023344103
0.412132,0.436179,0.234065,1090499263719
0.261829,0.539858,0.341058,540743593063
0.387132,0.454686,0.229655,1090499282087
0.416406,0.442188,0.223542,1090499308487
0.561983,0.224941,0.458212,333404900551
0.468704,0.306763,0.268951,1067683358023
0.326390,0.350667,0.331936,1045991746631
0.347959,0.354018,0.291282,1073319734343
0.334942,0.366544,0.292764,540743789639
0.362991,0.348928,0.257363,1090499603527
0.358176,0.341258,0.287232,1047549930567
0.338556,0.362014,0.294254,892931107911
0.307911,0.372329,0.332822,1055602994247
0.310954,0.343646,0.339720,1055586479175
0.281618,0.362899,0.369665,1055779417159
0.412389,0.268084,0.326846,1048931298375
0.448325,0.273623,0.312572,1087586004039
0.463045,0.262025,0.333265,384285109319
0.406751,0.296338,0.307254,1054300007495
0.415781,0.280766,0.302068,1088659745863
0.414070,0.281895,0.317228,100817267783
0.394881,0.254210,0.398639,350730677319
0.426799,0.250207,0.382505,396498922567
0.361512,0.305454,0.319080,969877056583
0.354848,0.279244,0.371108,351401765959
0.386372,0.299150,0.302244,1072956271687
0.330154,0.304310,0.327119,1055776402503
0.361443,0.285048,0.358868,1055586085959
0.389549,0.270111,0.349942,917535812679
0.395292,0.267482,0.356455,1054974766151
0.439593,0.253867,0.366441,333420260423
0.372111,0.334912,0.270230,1073318554695
0.359094,0.347437,0.271712,540742609991
0.387142,0.329822,0.236311,1090498423879
0.409221,0.319437,0.267254,291634506823
0.382327,0.322152,0.266179,1047548750919
0.362707,0.342908,0.273202,892929928263
0.356157,0.315454,0.317079,274454637639
0.332063,0.353222,0.311770,1055601814599
0.468935,0.294349,0.294619,1087356890183
0.392094,0.281271,0.319094,917537909831
0.406175,0.303116,0.298439,883178171463
0.390066,0.298579,0.312626,951897648199
0.423208,0.305809,0.273784,1089336601671
0.401687,0.326826,0.263025,1071619861575
