1, 100
2, 100
3, 59
4, 92
5, 99
6, 54
7, 60
8, 69
9, 82
10, 35
11, 29
12, 65
13, 82
14, 48
15, 56
16, 33
17, 20
18, 15
19, 75
20, 24
21, 69
22, 90
23, 22
24, 85
25, 12
26, 22
27, 50
28, 92
29, 67
30, 29
31, 33
32, 20
33, 42
34, 24
35, 21
36, 26
37, 58
38, 72
39, 16
40, 24
41, 46
42, 54
43, 53
44, 24
45, 28
46, 43
47, 20
48, 57
49, 26
50, 7
51, 39
52, 50
53, 22
54, 37
55, 24
56, 18
57, 5
58, 23
59, 19
60, 23
61, 51
62, 53
63, 46
64, 77
65, 32
66, 27
67, 4
68, 15
69, 15
70, 17
71, 11
72, 27
73, 36
74, 18
75, 10
76, 7
77, 41
78, 8
79, 46
80, 8
81, 30
82, 43
83, 15
84, 10
85, 49
86, 4
87, 49
88, 14
89, 59
90, 19
91, 34
92, 8
93, 8
94, 30
95, 39
96, 12
97, 12
98, 75
99, 95
100, 7
