1, 100
2, 76
3, 34
4, 93
5, 45
6, 34
7, 22
8, 59
9, 18
10, 100
11, 66
12, 89
13, 50
14, 91
15, 43
16, 55
17, 99
18, 22
19, 78
20, 10
21, 11
22, 30
23, 50
24, 22
25, 11
26, 94
27, 5
28, 8
29, 12
30, 11
31, 84
32, 44
33, 70
34, 75
35, 21
36, 50
37, 13
38, 19
39, 7
40, 10
41, 48
42, 42
43, 47
44, 40
45, 28
46, 40
47, 32
48, 25
49, 19
50, 37
51, 50
52, 70
53, 40
54, 40
55, 44
56, 90
57, 25
58, 44
59, 28
60, 68
61, 35
62, 70
63, 52
64, 23
65, 28
66, 14
67, 25
68, 11
69, 29
70, 22
71, 31
72, 18
73, 68
74, 50
75, 20
76, 16
77, 53
78, 13
79, 5
80, 17
81, 73
82, 47
83, 40
84, 62
85, 66
86, 21
87, 38
88, 69
89, 19
90, 42
91, 5
92, 20
93, 41
94, 48
95, 12
96, 9
97, 31
98, 6
99, 16
100, 28
